i,j,x,y
9,10,1.393174943502535,-0.5386701362196684
9,11,1.5029965583068658,-0.6279820108566764
9,12,1.6304265152622663,-0.7283227496130258
9,13,1.7776892345444117,-0.8414207258183736
9,14,1.9473614863183957,-0.9692423019654146
9,15,2.1424178814420953,-1.1140248785934703
9,16,2.3662833800829435,-1.2783162550769873
9,17,2.622893592092025,-1.4650209523190798
9,18,2.916763701295553,-1.6774544505183262
9,19,3.253066867592195,-1.9194066508823502
9,20,3.6377229232851254,-2.195216310448921
9,21,4.077498046137102,-2.509858773626482
9,22,4.580115803440874,-2.8690501061205596
9,23,5.154379430324278,-3.279371836077878
9,24,5.8103043045678735,-3.748422093746636
10,0,0.9602149771708164,-0.005637297947000638
10,1,0.9539269445946008,-0.04253674115424788
10,2,0.9584178360728582,-0.08399056278108952
10,3,0.9724168238919988,-0.12937093212847497
10,4,0.9955644130137119,-0.17871090442025636
10,5,1.0279606259164293,-0.23234799860891306
10,6,1.069996758794495,-0.29084240596878397
10,7,1.1222958658710893,-0.35494779908878776
10,8,1.1856959921798602,-0.4255964864324806
10,9,1.261251896390604,-0.5038935473893662
10,10,1.3502466027540254,-0.5911193924330423
10,11,1.4542098056972381,-0.6887402129317777
10,12,1.5749421933310725,-0.7984255955392419
10,13,1.7145455319151635,-0.9220727069671036
10,14,1.8754587040028696,-1.0618367594187652
10,15,2.060500097007407,-1.2201678127898568
10,16,2.272916883155359,-1.3998543068762184
10,17,2.5164418405581714,-1.6040740442062227
10,18,2.795358440475841,-1.8364536828453013
10,19,3.1145749579989896,-2.1011381807203673
10,20,3.479708331500362,-2.4028721004462996
10,21,3.897178365301038,-2.7470952920749885
10,22,4.374312584996808,-3.140056299162332
10,23,4.919461530807387,-3.588947996000618
10,24,5.5421233895787285,-4.102071638119344
11,0,0.9507253438429522,-0.006940351542584219
11,1,0.9412341744254069,-0.04700607653062952
11,2,0.9425828159094268,-0.09216665119573046
11,3,0.9535214655265682,-0.14160670843690426
11,4,0.9736042778807168,-0.19525836869824956
11,5,1.002810847521678,-0.2534477943439355
11,6,1.0414089298988083,-0.3167834854452194
11,7,1.089905206200372,-0.38610148522412485
